"Edit: Since my first review of these airpods, I've upgraded from the Samsung Galaxy Grand Prime to the Samsung S9. With that,",neutral,0.23629604,0.53401035,0.22969364,excited,0.000482538,0.000300221,0.997661,0.000299584,0.00027686,0.000748755,0.000231007,null,null,null
"I use air pods. Disappoint that batteries don?셳 last very long, it jumps in and out quiet a bit. When I go to answer and it go",neutral,0.001515982,0.9889932,0.009490768,bored,0.020764591,0.14558302,0.20800751,0.05832307,0.40072867,0.14631025,0.020282933,edit,upgrad,Prime
"While these headphones are incredibly comfortable and have a fantastic battery life, this may not be for the individual to use",neutral,0.013060848,0.97998697,0.006952164,excited,0.024226032,0.120369054,0.49917138,0.031101389,0.24464726,0.06051062,0.019974245,bit,answer,Go
"For music, I would rate these 5 stars. But as a Bluetooth speaker for talking on the phone almost 1 Star. It is shocking that",negative,0.000578519,0.007032616,0.9923889,excited,0.1377741,0.16441017,0.25321186,0.14445795,0.15604296,0.11030543,0.03379752,use,batteri,headphon
I love Apple products but I am surprised that the headphones aren?셳 on target like their other products. I use these to listen,neutral,0.015111141,0.967554,0.017334923,angry,0.04809783,0.31567335,0.22132404,0.106594905,0.20655587,0.07449758,0.027256481,rate,would,star
"Update... After 3 months of use my husband's airpods are going in and out, sometimes having to be reset three times per sessio",neutral,0.002642023,0.95759183,0.039766163,excited,0.019707507,0.075791605,0.56297964,0.031781,0.1662684,0.12031877,0.023153074,product,like,headphon
"These are not the end-all, be-all of headphones, as reviews might indicate. I like them for the compact design, auto-pause fea",neutral,0.13867855,0.82711583,0.034205567,disgust,0.001015937,0.000284419,0.000855325,0.000332896,0.000953434,0.003387505,0.9931705,month,reset,time
"LOVE THEN! However; I?셶e been having problems with the left one off and on. Sometimes it holds no charge, sometimes never turn",neutral,0.000505691,0.9948484,0.004645911,bored,0.0371055,0.13236126,0.24562362,0.0543834,0.38574532,0.11581899,0.028961997,design,endal,might
I bought these for my wife so she could use them for working out. They didn't stay in her ears and barely stayed in mine. Defi,negative,0.001984983,0.028320378,0.9696946,bored,0.030323578,0.07801304,0.13669607,0.09869315,0.5675181,0.07031288,0.018443171,one,charg,howev
"I bought one pair that were missing the buds, and the second pair I had a week before the lid popped open and I lost one while",negative,0.026200136,0.16728123,0.8065186,excited,0.10846779,0.17684665,0.28284293,0.1835625,0.11264819,0.09851539,0.037116542,use,work,stay
I purchased refurbished and that was a mistake. The left earbud didn?셳 work and I had to return. Pairing was also glitchy. How,negative,0.001282798,0.014238628,0.9844786,excited,0.043256357,0.08750017,0.42950627,0.057347048,0.07235184,0.25063562,0.059402592,one,one,second
They have great sound quality but continually pop out of my ears and if I yawn or move my mouth in a certain way it stops the ,neutral,0.001642397,0.9353475,0.06301006,bored,0.047413424,0.12222453,0.15449439,0.08494669,0.3490503,0.20996156,0.03190914,refurbish,purchas,work
"I like to listen to music while I hit balls at the driving range, Airpods do not work for this activity as they continually fa",negative,0.00219466,0.033884186,0.9639212,bored,0.011209261,0.088747844,0.20855771,0.025064338,0.57564545,0.077960685,0.012814795,qualiti,great,sound
I use these for my running routine and they?셱e great when they charge. I use them a few times a week and sometimes the battery,positive,0.9775138,0.019573193,0.002913013,bored,0.022298455,0.14882159,0.23192933,0.030675294,0.49684337,0.054642428,0.014789511,ball,drive,hit
"Brand new, sealed in the box..wouldn?셳 connect to my phone, dealing w apple from here on out. Defective. Serial number is clea",negative,0.001102068,0.011768527,0.9871294,angry,0.078256235,0.31704608,0.16241999,0.143088,0.13404334,0.08180281,0.083343506,routin,run,great
"sConnectivity is not as expected, sometimes It takes time to Pair to my iPhone or when I swap between WhatsApp calls and phone ",neutral,0.00082959,0.9873033,0.011867044,excited,0.039652314,0.15001467,0.47059062,0.03469595,0.22511023,0.06942173,0.010514529,new,brand,deal
Do you want to pay lots of money for the privilege of walking around looking like you have tampons in your ear? then this is y,negative,0.002210068,0.014096561,0.9836933,excited,0.04201879,0.14294022,0.39043024,0.052006513,0.25619546,0.07815334,0.03825538,call,iphon,swap
I?셫 not sure what it is about these but they?셱e really painful. I tried silicone ear hooks to soften it but it still hurts. Th,negative,0.00147772,0.02051489,0.9780074,sad,0.06103283,0.05196092,0.08739435,0.40623417,0.094082005,0.26875633,0.030539315,around,walk,tampon
I bought these hoping they would work. I bought them wanting the easy pair convenience and to be apart of that group of people,negative,0.006258697,0.07713784,0.91660345,angry,0.11262557,0.24455047,0.14851993,0.17751527,0.18903357,0.086732216,0.04102304,soften,tri,ear
"These are pretty good headphones (nice sound for sure). Unfortunately, the batteries only last 4 or so hours on a charge, so t",neutral,0.000927883,0.99417746,0.004894658,excited,0.023901958,0.21146716,0.3609073,0.030858291,0.28368598,0.07346927,0.01571,conveni,work,pair
"For 150$, I was thinking of wireless headphones that would work like a coordinated orchestra, but unfortunately it doesn't. My",negative,0.002775727,0.02369884,0.97352535,excited,0.016847748,0.04712255,0.8135521,0.018830625,0.037013132,0.057391178,0.009242679,pretti,good,sound
This is my second one as i lost the first one. The problem i have with this one is that charging it is a problem. I have to ma,negative,0.002802865,0.09078973,0.90640736,angry,0.063743725,0.41005307,0.17261928,0.09558133,0.17893615,0.054484144,0.024582332,think,would,like
Come on apple - these are silly. The sound is great but only if you are sitting stock still. I dunno maybe if you are bald or ,neutral,0.004808636,0.9641484,0.031042965,afraid,0.016302835,0.045827072,0.16246763,0.046369094,0.034995,0.66669893,0.027339436,one,one,one
"Great sound. But NOT for sports, they slip and bounce right out of sweaty ears. Consider your planned use carefully, and buy w",negative,0.018108342,0.22183593,0.7600557,excited,0.052299984,0.08606306,0.34114152,0.061239433,0.25850698,0.17810959,0.022639485,mayb,dunno,still
"Connectivity is not as expected, sometimes It takes time to Pair to my iPhone or when I swap between WhatsApp calls and phone ",neutral,0.00082959,0.9873033,0.011867044,excited,0.039652314,0.15001467,0.47059062,0.03469595,0.22511023,0.06942173,0.010514529,slip,bounc,ear
Come on apple - these are silly. The sound is great but only if you are sitting stock still. I dunno maybe if you are bald or ,neutral,0.004808636,0.9641484,0.031042965,afraid,0.016302835,0.045827072,0.16246763,0.046369094,0.034995,0.66669893,0.027339436,call,iphon,swap
"I am a huge Apple fan!! These are great earbuds, but I couldn't keep them in my ears and tried every method I could find onlin",negative,0.003662879,0.06529645,0.9310407,excited,0.004431183,0.009936963,0.52403075,0.002747119,0.005651296,0.44574875,0.007453975,mayb,dunno,still
I am a huge Apple products fan and bought these as a present to myself for my birthday. I workout every morning and these AirP,positive,0.9679538,0.025935728,0.006110493,happy,0.2986613,0.06313421,0.28371114,0.10288164,0.17533098,0.050183054,0.026097653,couldnt,tri,keep
I bought these hoping they would work. I bought them wanting the easy pair convenience and to be apart of that group of people,negative,0.006258697,0.07713784,0.91660345,angry,0.11262557,0.24455047,0.14851993,0.17751527,0.18903357,0.086732216,0.04102304,bought,appl,product
"These are pretty good headphones (nice sound for sure). Unfortunately, the batteries only last 4 or so hours on a charge, so t",neutral,0.000927883,0.99417746,0.004894658,excited,0.023901958,0.21146716,0.3609073,0.030858291,0.28368598,0.07346927,0.01571,conveni,work,pair
"For those worried about receiving knockoffs, I received authentic AirPods. I ordered new, directly from Amazon. I was able to ",positive,0.9749487,0.020589938,0.004461363,excited,0.22903103,0.10395399,0.44623294,0.052807763,0.09730427,0.045358006,0.025312033,pretti,good,sound
